Gene stable ID,Transcript stable ID,Transcript start (bp),Transcript end (bp),Gene name,Transcript count,Gene type,Gene description,Strand
YJR005C-A,YJR005C-A_mRNA,448477,448758,LSO1,1,protein_coding,"Protein with a potential role in response to iron deprivation; transcription increases during iron deprivation and during treatment with 2-(6-benzyl-2-pyridyl)quinazoline (BPQ) and copper; regulated by Aft1p and, to a lesser extent, by Aft2p; originally identified as a syntenic homolog of an Ashbya gossypii gene; localizes to nucleus and cytoplasm, and nuclear localization is enhanced under iron-replete conditions [Source:SGD;Acc:S000028523]",-1
YDR068W,YDR068W_mRNA,583713,584645,DOS2,1,protein_coding,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm [Source:SGD;Acc:S000002475],1
YJL128C,YJL128C_mRNA,178097,180103,PBS2,1,protein_coding,MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition [Source:SGD;Acc:S000003664],-1
YPL228W,YPL228W_mRNA,118382,120031,CET1,1,protein_coding,"RNA 5'-triphosphatase involved in mRNA 5' capping; subunit of mRNA capping enzyme, which is a heterotetramer composed of a Cet1p homodimer and two molecules of guanylyltransferase Ceg1p; Cet1p also has a role in regulation of RNAPII pausing at promoter-proximal sites; interaction between Cet1p and Ceg1p is required for Ceg1p nuclear import; mammalian enzyme is single bifunctional polypeptide; human homolog RNGTT can complement yeast cet1 null mutant [Source:SGD;Acc:S000006149]",1
YML036W,YML036W_mRNA,205642,206293,CGI121,1,protein_coding,"Component of the EKC/KEOPS complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; Cgi121p is dispensable for tRNA modification; other complex members are Bud32p, Kae1p, Pcc1p, and Gon7p [Source:SGD;Acc:S000004500]",1
YKL114C,YKL114C_mRNA,223352,224455,APN1,1,protein_coding,"Major apurinic/apyrimidinic endonuclease; 3'-repair diesterase; involved in repair of DNA damage by oxidation and alkylating agents; also functions as a 3'-5' exonuclease to repair 7,8-dihydro-8-oxodeoxyguanosine; genetically interacts with NTG1 to maintain mitochondrial genome integrity [Source:SGD;Acc:S000001597]",-1
YDR078C,YDR078C_mRNA,602198,602869,SHU2,1,protein_coding,"Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Csm2, Shu1, and promotes error-free DNA repair, Shu complex mediates inhibition of Srs2p function; promotes formation of Rad51p filaments; important for both mitotic and meiotic homologous recombination, and contains a conserved SWIM domain that is necessary for both [Source:SGD;Acc:S000002485]",-1
snR7-L,snR7-L_snRNA,939459,939672,,1,snRNA,"U5 spliceosomal RNA (U5 snRNA), long form; associated with spliceosome [Source:SGD;Acc:S000006495]",-1
YCR105W,YCR105W_mRNA,309070,310155,ADH7,1,protein_coding,NADPH-dependent medium chain alcohol dehydrogenase; has broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance [Source:SGD;Acc:S000000702],1
YJR083C,YJR083C_mRNA,582608,583537,ACF4,1,protein_coding,Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate [Source:SGD;Acc:S000003843],-1
snR82,snR82_snoRNA,316788,317055,,1,snoRNA,"H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at positions U1110, U2349, and U2351 [Source:SGD;Acc:S000028467]",1
YNL136W,YNL136W_mRNA,370368,371645,EAF7,1,protein_coding,Subunit of the NuA4 histone acetyltransferase complex; NuA4 acetylates the N-terminal tails of histones H4 and H2A [Source:SGD;Acc:S000005080],1
YLL045C,YLL045C_mRNA,47859,48629,RPL8B,1,protein_coding,"Ribosomal 60S subunit protein L8B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased amounts of free 60S subunits; homologous to mammalian ribosomal protein L7A, no bacterial homolog; RPL8B has a paralog, RPL8A, that arose from the whole genome duplication [Source:SGD;Acc:S000003968]",-1
YNL264C,YNL264C_mRNA,145563,146615,PDR17,1,protein_coding,Phosphatidylinositol transfer protein (PITP); downregulates Plb1p-mediated turnover of phosphatidylcholine; forms a complex with Psd2p which appears essential for maintenance of vacuolar PE levels; found in the cytosol and microsomes; homologous to Pdr16p; deletion affects phospholipid composition [Source:SGD;Acc:S000005208],-1
YLR320W,YLR320W_mRNA,771940,776304,MMS22,1,protein_coding,"Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork, such as the fork-pausing complex and leading strand polymerase, preventing fork collapse and promoting efficient recovery during replication stress; required for accurate meiotic chromosome segregation [Source:SGD;Acc:S000004312]",1
YBR028C,YBR028C_mRNA,294425,296002,YPK3,1,protein_coding,"AGC kinase; phosphorylated by cAMP-dependent protein kinase (PKA) in a TORC1-dependent manner; directly phosphorylated by TORC1; phosphorylates ribosomal protein Rps6a/b (S6), in a TORC-dependent manner; undergoes autophosphorylation [Source:SGD;Acc:S000000232]",-1
YKL098W,YKL098W_mRNA,256770,257843,MTC2,1,protein_coding,Protein of unknown function; mtc2 is synthetically sick with cdc13-1 [Source:SGD;Acc:S000001581],1
YPR060C,YPR060C_mRNA,674861,675631,ARO7,1,protein_coding,Chorismate mutase; catalyzes the conversion of chorismate to prephenate to initiate the tyrosine/phenylalanine-specific branch of aromatic amino acid biosynthesis [Source:SGD;Acc:S000006264],-1
YLL013C,YLL013C_mRNA,122075,124714,PUF3,1,protein_coding,Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins [Source:SGD;Acc:S000003936],-1
YKR067W,YKR067W_mRNA,567918,570149,GPT2,1,protein_coding,Glycerol-3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis; the most conserved motifs and functionally relevant residues are oriented towards the ER lumen [Source:SGD;Acc:S000001775],1
YLR040C,YLR040C_mRNA,228908,229582,AFB1,1,protein_coding,MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W [Source:SGD;Acc:S000004030],-1
YMR093W,YMR093W_mRNA,454015,455556,UTP15,1,protein_coding,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA [Source:SGD;Acc:S000004699],1
YHR136C,YHR136C_mRNA,374654,375100,SPL2,1,protein_coding,Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation by targeting Pho87p to the vacuole; upstream region harbors putative hypoxia response element (HRE) cluster; overproduction suppresses a plc1 null mutation; promoter shows an increase in Snf2p occupancy after heat shock; GFP-fusion protein localizes to the cytoplasm [Source:SGD;Acc:S000001178],-1
YBR078W,YBR078W_mRNA,393123,394742,ECM33,1,protein_coding,"GPI-anchored protein of unknown function; possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p; ECM33 has a paralog, PST1, that arose from the whole genome duplication [Source:SGD;Acc:S000000282]",1
YCL054W,YCL054W_mRNA,31449,33974,SPB1,1,protein_coding,"AdoMet-dependent methyltransferase; involved in rRNA processing and 60S ribosomal subunit maturation; methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52, U2921; suppressor of PAB1 mutants [Source:SGD;Acc:S000000559]",1
YIL072W,YIL072W_mRNA,226602,228419,HOP1,1,protein_coding,"Meiosis-specific protein required for chromosome synapsis; displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for chiasma formation; in vitro, displays the ability to promote intra- and intermolecular synapsis between double-stranded DNA molecules and to fold DNA into rigid protein-DNA filaments [Source:SGD;Acc:S000001334]",1
YEL020C,YEL020C_mRNA,118617,120299,PXP1,1,protein_coding,Peroxisomal matrix protein; well-conserved in fungi; contains tripartite homology domain of thiamine pyrophosphate (TPP) enzymes; targeted to peroxisomes by Pex5p; contains low sequence identity with Pdc1p; mRNA identified as translated by ribosome profiling data [Source:SGD;Acc:S000000746],-1
RDN58-2,RDN58-2_rRNA,464551,464708,,1,rRNA,5.8S ribosomal RNA (5.8S rRNA); component of the large (60S) ribosomal subunit; encoded in the rDNA repeat (RDN1) [Source:SGD;Acc:S000006489],-1
YDL136W,YDL136W_mRNA,217600,218367,RPL35B,1,protein_coding,"Ribosomal 60S subunit protein L35B; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35B has a paralog, RPL35A, that arose from the whole genome duplication [Source:SGD;Acc:S000002295]",1
YBR211C,YBR211C_mRNA,646158,647132,AME1,1,protein_coding,"Essential kinetochore protein associated with microtubules and SPBs; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-U and fission yeast Mis17; relative distribution to the nucleus increases upon DNA replication stress [Source:SGD;Acc:S000000415]",-1
YOR076C,YOR076C_mRNA,469377,471620,SKI7,1,protein_coding,"GTP-binding protein that couples the Ski complex and exosome; putative pseudo-translational GTPase involved in 3'-to-5' mRNA decay pathway; interacts with both the cytoplasmic exosome and the Ski complex; eRF3-like domain targets nonstop mRNA for degradation; null mutants have a superkiller phenotype; SKI7 has a paralog, HBS1, that arose from the whole genome duplication [Source:SGD;Acc:S000005602]",-1
YDR104C,YDR104C_mRNA,661173,664910,SPO71,1,protein_coding,"Meiosis-specific protein required for prospore membrane morphogenesis; localizes to the prospore membrane (PSM) during sporulation; required for PSM elongation and closure; genetically antagonistic to SPO1; recruits Vps13p to the PSM during sporulation; interacts and functions cooperatively with Spo73p; mutants have defects in the PSM, aberrant spore wall formation and reduced PtdIns-phosphate pools in the PSM; contains three PH-like domains [Source:SGD;Acc:S000002511]",-1
YBR279W,YBR279W_mRNA,761257,762594,PAF1,1,protein_coding,"Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes, including cell cycle-regulated genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; homolog of human PD2/hPAF1 [Source:SGD;Acc:S000000483]",1
YLR067C,YLR067C_mRNA,267813,270710,PET309,1,protein_coding,Specific translational activator for the COX1 mRNA; binds to the COX1 mRNA; also influences stability of intron-containing COX1 primary transcripts; localizes to the mitochondrial inner membrane; contains 12 pentatricopeptide repeats (PPRs) [Source:SGD;Acc:S000004057],-1
YGR249W,YGR249W_mRNA,988049,989419,MGA1,1,protein_coding,Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants [Source:SGD;Acc:S000003481],1
YDL027C,YDL027C_mRNA,403695,404957,MRX9,1,protein_coding,"Protein that associates with mitochondrial ribosome; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL027C is not an essential gene [Source:SGD;Acc:S000002185]",-1
YGR028W,YGR028W_mRNA,542203,543291,MSP1,1,protein_coding,"Highly-conserved N-terminally anchored AAA-ATPase; distributed in the mitochondrial outer membrane and peroxisomes; involved in mitochondrial protein sorting; functions as an extraction engine in local organelle surveillance to remove and initiate degradation of mistargeted proteins, ensuring fidelity of organelle-specific localization of tail-anchored proteins; contains an N-terminal transmembrane domain and C-terminal cytoplasmic ATPase domain [Source:SGD;Acc:S000003260]",1
YDR052C,YDR052C_mRNA,558511,560625,DBF4,1,protein_coding,Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation [Source:SGD;Acc:S000002459],-1
YJL102W,YJL102W_mRNA,231301,233760,MEF2,1,protein_coding,Mitochondrial elongation factor involved in translational elongation [Source:SGD;Acc:S000003638],1
YNL336W,YNL336W_mRNA,8330,9475,COS1,1,protein_coding,"Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins [Source:SGD;Acc:S000005280]",1
